peak,gene_symbol,ENSEMBL_ID,score,chromosome,strand,start,end
X28972,LLGL1,ENSG00000131899,38.4142236709595,chr17,+,18226200,18228399
X29282,NA,ENSG00000265460,38.4142236709595,chr17,+,39252200,39256599
X15819,NA,ENSG00000260949,38.412896156311,chr8,+,38056600,38058799
X23232,RN7SL67P,ENSG00000243854,38.412896156311,chr12,+,19322800,19325399
X9954,CBR4-DT,ENSG00000251445,38.4098243713379,chr4,+,169051200,169054599
X17038,NA,ENSG00000254361,38.4079999923706,chr8,+,137932600,137937599
X5737,CWC22,ENSG00000163510,38.4059729576111,chr2,-,179992000,179993599
X13390,SYNJ2-IT1,ENSG00000233496,38.4059729576111,chr6,+,158011200,158012999
X30563,NA,ENSG00000279187,38.4059729576111,chr17,+,81269600,81271799
X30259,NA,ENSG00000264750,38.3971199989319,chr17,+,73611800,73615399
X8238,NA,ENSG00000249417,38.3903956413269,chr3,-,141366200,141367599
X694,NA,ENSG00000200591,38.3873801231384,chr1,+,32616000,32619999
X4229,NA,ENSG00000233953,38.3873801231384,chr2,+,60511800,60514199
X4963,LIMS1-AS1,ENSG00000228763,38.3873801231384,chr2,-,108617600,108620199
X16563,LOC101927513,ENSG00000254278,38.3873801231384,chr8,-,119059200,119061399
X17860,H3P32,ENSG00000233814,38.3873801231384,chr9,+,76462600,76466199
X23941,RNU6-1009P,ENSG00000212298,38.3873801231384,chr12,+,64180600,64184799
X26803,KIF26A,ENSG00000066735,38.3873801231384,chr14,+,104150800,104155399
X27377,IGDCC3,ENSG00000174498,38.3873801231384,chr15,-,65382600,65385399
X28100,NA,ENSG00000260277,38.3873801231384,chr16,-,22068400,22071599
X32716,ZNF415,ENSG00000170954,38.3873801231384,chr19,-,53137600,53140599
X28176,XPO6,ENSG00000169180,38.3809275627136,chr16,-,28201400,28204199
X25056,ATP11A-AS1,ENSG00000232684,38.3778557777405,chr13,-,112730000,112733599
X34950,DNAJB7,ENSG00000172404,38.3778557777405,chr22,-,40861000,40864999
X28025,NA,ENSG00000260979,38.3771715164185,chr16,+,8961000,8962799
X1268,SLC35D1,ENSG00000116704,38.376528263092,chr1,-,66993800,66995799
X2641,RNU6-487P,ENSG00000202300,38.376528263092,chr1,-,203318400,203320799
X3501,WDR35,ENSG00000118965,38.376528263092,chr2,-,19976000,19978399
X13398,TULP4,ENSG00000130338,38.376528263092,chr6,+,158232800,158234799
X16205,PSKH2,ENSG00000147613,38.376528263092,chr8,-,86091000,86093399
X18225,MIR455,ENSG00000207726,38.376528263092,chr9,+,114241600,114244799
X18331,ZBTB34,ENSG00000177125,38.376528263092,chr9,+,126876400,126877999
X22373,GRIK4,ENSG00000149403,38.376528263092,chr11,+,120496600,120499599
X32646,C19orf81,ENSG00000235034,38.376528263092,chr19,+,50679400,50681199
X5118,NA,ENSG00000224967,38.3752007484436,chr2,-,117932400,117934999
X12188,HEIH,ENSG00000278970,38.3752007484436,chr5,-,180836000,180838399
X15623,RNA5SP251,ENSG00000222546,38.3726491928101,chr8,+,4173800,4174799
X11317,LINC01184,ENSG00000245937,38.3721289634705,chr5,-,128060200,128062999
X14468,STARD3NL,ENSG00000010270,38.370276927948,chr7,+,38198400,38201199
X19773,BMPR1A,ENSG00000107779,38.3698320388794,chr10,+,86760600,86762999
X14100,NA,ENSG00000232492,38.3674039840698,chr7,-,19017600,19019799
X16055,NA,ENSG00000250869,38.3674039840698,chr8,-,67159600,67162599
X9232,NA,ENSG00000249019,38.3663196563721,chr4,-,39718400,39720399
X8483,NA,ENSG00000226782,38.3607521057129,chr3,-,177357600,177359999
X15987,NSMAF,ENSG00000035681,38.3607521057129,chr8,-,58633200,58635199
X24151,NA,ENSG00000257438,38.3607521057129,chr12,+,106093200,106095599
X24446,NA,ENSG00000257097,38.3607521057129,chr12,+,122388400,122389999
X31856,NA,ENSG00000242615,38.3594245910645,chr19,-,12149600,12151799
X19385,TATDN1P1,ENSG00000234369,38.3542995452881,chr10,+,63254400,63255399
X23355,NA,LRG_209,38.352728843689,chr12,+,26194600,26196999
X11015,RNU1-73P,ENSG00000206698,38.349684715271,chr5,-,97162200,97165599
X31021,NA,ENSG00000274184,38.349684715271,chr18,+,35263800,35267399
X31614,PIAS4,ENSG00000105229,38.349684715271,chr19,+,4012800,4015599
X35613,GLA,ENSG00000102393,38.349684715271,chrX,-,101406600,101409999
X2097,NA,ENSG00000203761,38.345805644989,chr1,+,155747800,155749399
X15562,NA,ENSG00000242703,38.3438472747803,chr7,-,141006400,141007399
X27630,NA,ENSG00000278600,38.3388328552246,chr15,-,79921400,79924199
X28499,NA,ENSG00000247033,38.3388328552246,chr16,-,75094400,75096599
X21170,NA,ENSG00000228061,38.3375053405762,chr11,-,31641200,31642599
X22229,NA,ENSG00000255292,38.3375053405762,chr11,+,112093200,112094599
X32815,NA,ENSG00000268392,38.334107875824,chr19,+,57625000,57626599
X32336,B9D2,ENSG00000123810,38.330623626709,chr19,-,41364400,41366799
X10906,RASGRF2,ENSG00000113319,38.3274564743042,chr5,+,80919400,80921399
X16329,MIR875,ENSG00000216069,38.3191776275635,chr8,-,99544400,99545199
X1013,KIF2C,ENSG00000142945,38.3172030448914,chr1,+,44736800,44737999
X27012,NA,ENSG00000270702,38.3172030448914,chr15,-,41716400,41717199
X3409,RNU6-1081P,ENSG00000207267,38.31636095047,chr2,+,11240400,11242999
X6046,NA,ENSG00000177261,38.31636095047,chr2,+,214743400,214745199
X27298,LACTB,ENSG00000103642,38.31636095047,chr15,+,63120800,63123399
X27153,NA,ENSG00000261333,38.3075361251831,chr15,+,56113400,56116599
X17303,PUM3,ENSG00000080608,38.3031368255615,chr9,-,2828600,2830599
X28125,NA,ENSG00000260751,38.3031368255615,chr16,+,23573600,23577199
X16679,FAM91A1,ENSG00000176853,38.2992572784424,chr8,+,123787800,123788999
X26337,NA,ENSG00000239544,38.2964406013489,chr14,-,72984200,72986799
X32154,FAAP24,ENSG00000131944,38.2964406013489,chr19,+,32998800,33001799
X33035,RN7SL690P,ENSG00000264879,38.2964406013489,chr20,+,20293600,20297399
X24853,NA,ENSG00000278238,38.2895174026489,chr13,-,52453400,52455399
X29464,MPP2,ENSG00000108852,38.2895174026489,chr17,-,43895600,43899399
X15586,ZNF467,ENSG00000181444,38.2806925773621,chr7,-,149771000,149773199
X18792,RNU6-88P,ENSG00000272507,38.2806925773621,chr10,-,12107400,12110599
X29705,NA,ENSG00000279555,38.2806925773621,chr17,+,57337400,57341199
X32484,PPP5C,ENSG00000011485,38.2806925773621,chr19,+,46344000,46346799
X27913,IL32,ENSG00000008517,38.2786655426025,chr16,+,3064600,3066399
X12222,NA,ENSG00000236336,38.2762932777405,chr6,-,4802000,4806199
X23111,NA,ENSG00000277935,38.2762932777405,chr12,+,13593800,13597399
X4009,NA,ENSG00000278957,38.2724142074585,chr2,-,44738600,44740799
X32406,PVR,ENSG00000073008,38.2711682319641,chr19,+,44636000,44638799
X27143,NEDD4,ENSG00000069869,38.2698407173157,chr15,-,55942400,55944399
X8282,PLSCR1,ENSG00000188313,38.2628893852234,chr3,-,146536400,146539199
X12960,NA,ENSG00000228976,38.2628893852234,chr6,-,108654000,108655399
X7563,NA,ENSG00000243635,38.261561870575,chr3,+,104399800,104400799
X10927,RNU6-448P,ENSG00000252861,38.261561870575,chr5,+,84179400,84180599
X12891,TTK,ENSG00000112742,38.2600727081299,chr6,+,80028200,80030999
X9019,TBC1D14,ENSG00000132405,38.2587451934814,chr4,+,6851400,6854799
X10945,NA,ENSG00000272367,38.2587451934814,chr5,-,87373200,87376199
X4039,NA,ENSG00000233829,38.2540645599365,chr2,-,45918400,45921999
X20278,ADD3-AS1,ENSG00000203876,38.2540645599365,chr10,-,110047400,110049199
X7002,ZNF620,ENSG00000177842,38.2429971694946,chr3,+,40510600,40512999
X18148,NA,ENSG00000232486,38.2429971694946,chr9,+,105750200,105753199
X26742,DYNC1H1,ENSG00000197102,38.2429971694946,chr14,+,101963400,101965799
X8565,YEATS2,ENSG00000163872,38.2429690361023,chr3,+,183697600,183699599
X29331,CDC6,ENSG00000094804,38.2362451553345,chr17,+,40296800,40297799
X32592,SLC6A16,ENSG00000063127,38.2362451553345,chr19,-,49324400,49325799
X13311,RNU6-824P,ENSG00000200594,38.2347187995911,chr6,-,154803600,154805799
X26775,AMN,ENSG00000166126,38.2347187995911,chr14,+,102900800,102902199
X26775,NA,LRG_642,38.2347187995911,chr14,+,102900800,102902199
X6161,RPL23P4,ENSG00000223903,38.2332291603088,chr2,+,219760600,219764799
X12434,NA,ENSG00000217004,38.2332291603088,chr6,-,35271000,35274599
X27378,IGDCC3,ENSG00000174498,38.2332291603088,chr15,-,65386200,65389799
X15027,PCLO,ENSG00000186472,38.2327609062195,chr7,-,83162000,83163399
X16292,PTDSS1,ENSG00000156471,38.2321453094482,chr8,+,96285000,96287599
X1626,NA,ENSG00000243967,38.2274198532104,chr1,+,108365400,108367199
X21863,RNF169,ENSG00000166439,38.226092338562,chr11,+,74774200,74775399
X1452,NA,ENSG00000231613,38.2223773002625,chr1,+,89726600,89728799
X7545,RPS18P5,ENSG00000242299,38.2223773002625,chr3,-,101586200,101588599
X20265,NA,ENSG00000223381,38.2223773002625,chr10,+,108776800,108779599
X23352,SSPN,ENSG00000123096,38.2223773002625,chr12,+,26107800,26110399
X26725,NA,ENSG00000259031,38.2223773002625,chr14,+,100535600,100538799
X7671,CFAP44,ENSG00000206530,38.2163248062134,chr3,-,113456400,113457799
X20141,FBXW4,ENSG00000107829,38.2161259651184,chr10,-,101684800,101688199
X28506,NA,ENSG00000261476,38.2161259651184,chr16,-,75457000,75459599
X25615,NA,ENSG00000258592,38.2103161811829,chr14,-,57090400,57091799
X6379,NA,ENSG00000222007,38.2096729278564,chr2,-,235662000,235663399
X34498,RNA5SP495,ENSG00000252267,38.2073011398315,chr22,-,26355000,26358399
X3688,SUPT7L,ENSG00000119760,38.2066011428833,chr2,-,27681000,27682999
X21269,NA,ENSG00000251838,38.2066011428833,chr11,-,37512400,37515199
X23962,NA,ENSG00000255866,38.20290184021,chr12,+,65531400,65536599
X3771,LCLAT1,ENSG00000172954,38.1955337524414,chr2,+,30533800,30536799
X16173,NA,ENSG00000254177,38.1955337524414,chr8,+,81081400,81084399
X19620,NDUFA8P1,ENSG00000271710,38.1955337524414,chr10,-,74645800,74648999
X33614,NA,ENSG00000234821,38.1955337524414,chr20,+,52515600,52517799
X7160,NA,ENSG00000235695,38.1894974708557,chr3,+,47662600,47664799
X17800,NA,ENSG00000223716,38.1873245239258,chr9,+,38311400,38314799
X18563,DBH-AS1,ENSG00000225756,38.1828298568726,chr9,-,133659800,133661999
X21926,NA,ENSG00000268635,38.1828298568726,chr11,+,77396000,77398199
X31717,ZNF557,ENSG00000130544,38.1828293800354,chr19,+,7080000,7082399
X2622,NA,ENSG00000235449,38.1799569129944,chr1,-,202754200,202756199
X23780,KRT86,ENSG00000170442,38.1799569129944,chr12,+,52250200,52252999
X2183,CFAP45,ENSG00000213085,38.178430557251,chr1,-,159900600,159902799
X18112,SEC61B,ENSG00000106803,38.178430557251,chr9,+,99230800,99233199
X27167,TCF12,ENSG00000140262,38.178430557251,chr15,+,56919400,56921199
X8905,NA,ENSG00000253399,38.1719779968262,chr4,+,1373000,1375399
X32661,NA,ENSG00000267984,38.1719779968262,chr19,+,51354200,51355199
X2037,NA,ENSG00000272654,38.1696057319641,chr1,+,153981400,153984999
X11280,ALDH7A1,ENSG00000164904,38.168420791626,chr5,-,126578600,126579199
X16490,UTP23,ENSG00000147679,38.1675782203674,chr8,+,116654400,116656199
X10159,NA,ENSG00000250576,38.1629095077515,chr5,-,10852000,10856599
X14265,RPS2P30,ENSG00000225286,38.1629095077515,chr7,-,28598400,28601399
X16484,LINC00536,ENSG00000249917,38.1629095077515,chr8,-,116175000,116176799
X34899,APOBEC3C,ENSG00000244509,38.162853717804,chr22,+,39013600,39015599
X13443,ACAT2,ENSG00000120437,38.1628532409668,chr6,+,159751200,159753199
X14839,NA,ENSG00000226824,38.1628532409668,chr7,+,66659200,66660599
X1661,AMIGO1,ENSG00000181754,38.1598377227783,chr1,-,109505800,109509599
X14690,PKD1L1-AS1,ENSG00000136275,38.1598377227783,chr7,+,47827600,47831399
X17839,KLF9,ENSG00000119138,38.1598377227783,chr9,-,70369800,70373799
X25898,NA,ENSG00000259010,38.1598377227783,chr14,-,64613000,64617199
X5621,GORASP2,ENSG00000115806,38.156201839447,chr2,+,170983400,170985199
X28802,C1QBP,ENSG00000108561,38.156201839447,chr17,-,5445800,5447199
X5777,ITGAV,ENSG00000138448,38.1540284156799,chr2,+,186623800,186625999
X17305,LINC01231,ENSG00000236511,38.1540284156799,chr9,+,3237200,3240199
X25314,MBIP,ENSG00000151332,38.1451344490051,chr14,-,36319600,36320999
X18938,RNA5SP305,ENSG00000199535,38.1429333686829,chr10,+,24677600,24680199
X13620,NA,ENSG00000233082,38.1427345275879,chr7,+,1330400,1333999
X16318,RPL19P14,ENSG00000240870,38.1409339904785,chr8,+,98825600,98827399
X14406,RN7SL132P,ENSG00000242653,38.1296133995056,chr7,+,34790400,34792399
X1107,NA,ENSG00000279214,38.1265416145325,chr1,-,48248400,48251799
X7796,LOC100129707,ENSG00000239835,38.1265416145325,chr3,+,120001600,120003599
X14514,LINC01449,ENSG00000224017,38.1265416145325,chr7,+,41105800,41108799
X18737,NA,ENSG00000226647,38.1265416145325,chr10,-,5746000,5748199
X19136,GJD4,ENSG00000177291,38.1265416145325,chr10,+,35531200,35533999
X19632,KAT6B,ENSG00000156650,38.1265416145325,chr10,+,74912200,74916199
X23061,RPL19P17,ENSG00000240424,38.1265416145325,chr12,-,12577400,12580399
X26646,NA,ENSG00000277801,38.1265416145325,chr14,+,89204200,89206799
X30090,NA,ENSG00000266707,38.1265416145325,chr17,+,66220400,66223799
X30172,MIR635,ENSG00000207561,38.1265416145325,chr17,-,68434000,68437799
X23880,PTGES3,ENSG00000110958,38.1221423149109,chr12,-,56686000,56689999
X13038,CLVS2,ENSG00000146352,38.1184620857239,chr6,+,122995600,122996799
X7018,NA,ENSG00000234562,38.1182632446289,chr3,-,42146600,42148399
X28693,VPS9D1-AS1,ENSG00000261373,38.1170172691345,chr16,+,89710400,89713199
X15508,NA,ENSG00000227197,38.1163330078125,chr7,+,132824000,132826199
X1798,RPL26P10,ENSG00000226984,38.1143622398376,chr1,+,114424600,114425799
X21914,CAPN5,ENSG00000149260,38.1096367835999,chr11,+,77065200,77066999
X30328,H3-3B,ENSG00000132475,38.109438419342,chr17,-,75792400,75794799
X14043,NA,ENSG00000237713,38.1094379425049,chr7,-,13589200,13591999
X19943,RNU6-657P,ENSG00000206631,38.1094379425049,chr10,-,94175800,94178599
X20718,NA,ENSG00000234640,38.1094379425049,chr10,-,128464200,128465999
X14047,EEF1A1P26,ENSG00000233167,38.0992293357849,chr7,+,14212400,14213599
X22653,NA,ENSG00000256721,38.0895180702209,chr12,+,2414200,2418199
X19061,RN7SL398P,ENSG00000244356,38.088846206665,chr10,-,33309200,33311599
X31915,NA,ENSG00000267474,38.088846206665,chr19,+,14458400,14461199
X6213,MIR4439,ENSG00000263828,38.0875186920166,chr2,-,224875800,224878599
X17348,MLANA,ENSG00000120215,38.0875186920166,chr9,+,5892800,5894199
X15319,NA,ENSG00000280439,38.0864462852478,chr7,+,106007800,106013799
X35653,OCRL,ENSG00000122126,38.0805678367615,chrX,+,129539800,129541999
X11406,NA,ENSG00000235253,38.0717425346375,chr5,+,132923200,132925799
X17028,RNU6-144P,ENSG00000206678,38.0717425346375,chr8,+,136844600,136846199
X10128,NA,ENSG00000279075,38.065046787262,chr5,+,8463000,8465399
X6679,NUP210,ENSG00000132182,38.0621738433838,chr3,-,13374800,13377399
X8118,NPHP3-AS1,ENSG00000248724,38.0619750022888,chr3,+,132720200,132723599
X28558,ATP2C2-AS1,ENSG00000261286,38.0619750022888,chr16,-,84461200,84463599
X28445,SNORD111,ENSG00000221066,38.0608906745911,chr16,+,70534600,70535599
X5618,GORASP2,ENSG00000115806,38.0561652183533,chr2,+,170936800,170937999
X279,SLC25A34-AS1,ENSG00000224459,38.053150177002,chr1,-,15746200,15749999
X2922,NA,ENSG00000236773,38.053150177002,chr1,-,224148200,224151599
X3140,NA,ENSG00000233332,38.053150177002,chr1,-,234217400,234219799
X10681,NA,ENSG00000268942,38.053150177002,chr5,-,62536600,62539799
X11781,HNRNPA3P7,ENSG00000253119,38.053150177002,chr5,-,154328200,154332199
X28123,GGA2,ENSG00000103365,38.053150177002,chr16,-,23521400,23524999
X17079,PEG13,ENSG00000282164,38.0487508773804,chr8,-,140093000,140096999
X23939,NA,ENSG00000249753,38.0360465049744,chr12,-,63789400,63792399
X5323,CCDC74B,ENSG00000152076,38.0334625244141,chr2,-,130152200,130153399
X8550,EIF3EP4,ENSG00000270554,38.0293784141541,chr3,-,182848800,182851399
X12230,LYRM4,ENSG00000214113,38.0293784141541,chr6,-,5259400,5261999
X6339,SCARNA5,ENSG00000252010,38.028678894043,chr2,+,233267400,233269199
X23699,TMBIM6,ENSG00000139644,38.028678894043,chr12,+,49705400,49707799
X33971,TCP10L,ENSG00000242220,38.028678894043,chr21,-,32599800,32601999
X8994,WFS1,ENSG00000109501,38.0263066291809,chr4,+,6269400,6274599
X21202,CD59,ENSG00000085063,38.0263066291809,chr11,-,33721000,33725199
X21475,VPS37C,ENSG00000167987,38.0263066291809,chr11,-,61158600,61163399
X30250,LOC101928251,ENSG00000264985,38.0263066291809,chr17,+,73438400,73443199
X30686,NA,ENSG00000263505,38.0263066291809,chr18,-,1159000,1162199
X2484,SMG7-AS1,ENSG00000232860,38.0198540687561,chr1,-,183520000,183522399
X5906,RNY4P34,ENSG00000201649,38.0198540687561,chr2,+,200407600,200409199
X7242,UBA7,ENSG00000182179,38.0198540687561,chr3,-,49812000,49814399
X20594,NA,ENSG00000233334,38.0198540687561,chr10,+,124719200,124721799
X31853,RNA5SP466,ENSG00000252546,38.0198540687561,chr19,+,12074400,12077599
X32692,NA,ENSG00000269776,38.0198540687561,chr19,-,52413000,52415399
X21277,NA,ENSG00000206806,38.0154547691345,chr11,+,40279200,40281999
X30989,NA,ENSG00000266296,38.0154547691345,chr18,+,28651200,28654199
X5414,NA,ENSG00000260059,38.011830329895,chr2,-,138595400,138597399
X3164,NA,ENSG00000227962,38.0115752220154,chr1,+,235339800,235341599
X16077,TRAM1,ENSG00000067167,38.0115752220154,chr8,-,70608400,70609999
X18133,NA,ENSG00000233055,38.0115752220154,chr9,-,101494200,101495999
X31319,RTTN,ENSG00000176225,38.0115752220154,chr18,-,70151400,70153399
X22980,NA,ENSG00000256667,38.0096454620361,chr12,-,10600600,10601599
X828,NA,ENSG00000226438,38.0087585449219,chr1,-,39237600,39241399
X17765,RNU6-677P,ENSG00000252723,38.0056867599487,chr9,-,37345000,37348799
X30906,NA,ENSG00000267503,38.0056867599487,chr18,-,13563000,13566799
X35603,FCF1P9,ENSG00000231478,38.0056867599487,chrX,+,86604400,86607599
X10523,RNA5SP182,ENSG00000251873,38.0013666152954,chr5,+,51716200,51716799
X19936,NA,ENSG00000231575,37.9998774528503,chr10,+,94115600,94117599
X5959,RPS2P16,ENSG00000230799,37.9985499382019,chr2,+,201746200,201747999
X1777,RPS2P14,ENSG00000232450,37.9930105209351,chr1,-,113670800,113674199
X16819,NA,ENSG00000253720,37.9930105209351,chr8,+,129971200,129974599
X18011,NA,ENSG00000236095,37.9930105209351,chr9,+,94904000,94907999
X26528,RN7SL587P,ENSG00000240233,37.9930105209351,chr14,-,77578000,77581199
X17328,IGHEP2,ENSG00000254017,37.9916830062866,chr9,+,5132000,5134199
X13133,RPS3AP23,ENSG00000218351,37.9821586608887,chr6,-,141770600,141773199
X8943,NA,ENSG00000206738,37.9738802909851,chr4,-,2682400,2683999
X17847,NA,ENSG00000281760,37.9738798141479,chr9,-,71863800,71864999
X10760,NA,ENSG00000229666,37.9723906517029,chr5,-,67061200,67064199
X22905,CD163L1,ENSG00000177675,37.9723906517029,chr12,-,7464800,7467199
X24769,NA,ENSG00000274001,37.9723906517029,chr13,-,43871400,43874199
X6455,NA,ENSG00000202099,37.9713068008423,chr2,+,238396600,238397599
X3689,SUPT7L,ENSG00000119760,37.9710631370544,chr2,-,27684600,27686999
X13263,RNU6-302P,ENSG00000202119,37.9710631370544,chr6,+,150991000,150993199
X14813,NA,ENSG00000237026,37.9608545303345,chr7,-,65225200,65226199
X1739,RNU7-70P,ENSG00000252750,37.9561295509338,chr1,-,112638800,112639799
X27991,NA,ENSG00000260289,37.9561295509338,chr16,-,8005800,8006999
X6706,RNU6-905P,ENSG00000207163,37.9552874565125,chr3,-,14482400,14484399
X17251,ADCK5,ENSG00000173137,37.9552874565125,chr8,+,144382400,144384399
X26697,NA,ENSG00000229402,37.9552874565125,chr14,+,99175600,99178799
X8491,NA,ENSG00000237978,37.9552869796753,chr3,-,178727400,178730999
X15412,RPL18P4,ENSG00000234985,37.9552869796753,chr7,-,121532200,121534999
X21941,NA,ENSG00000255409,37.9552869796753,chr11,-,77766000,77769599
X22749,FGF23,ENSG00000118972,37.9552869796753,chr12,-,4390400,4392799
X32922,SF3A3P1,ENSG00000230568,37.9552869796753,chr20,-,3519000,3521799
X32914,UBOX5-AS1,ENSG00000235958,37.953959941864,chr20,+,3122400,3124399
X8847,BDH1,ENSG00000161267,37.9529151916504,chr3,-,197574200,197578999
X17043,FAM135B,ENSG00000147724,37.9353671073914,chr8,-,138352000,138355999
X19437,KIFBP,ENSG00000198954,37.933367729187,chr10,+,68989200,68990599
X28160,GTF3C1,ENSG00000077235,37.9315156936646,chr16,-,27522600,27524199
X26084,RN7SL108P,ENSG00000243546,37.9286427497864,chr14,-,68254600,68257399
X21240,KRT18P14,ENSG00000186082,37.9219913482666,chr11,-,35786200,35788799
X2656,NA,ENSG00000261065,37.9196190834045,chr1,+,204114200,204117399
X16326,NA,ENSG00000237704,37.919349193573,chr8,-,99294600,99295199
X22189,EXPH5,ENSG00000110723,37.9191184043884,chr11,-,108591800,108593599
X33141,NA,ENSG00000236772,37.91779088974,chr20,+,32420800,32422599
X1773,MTND5P20,ENSG00000238256,37.917592048645,chr1,-,113587600,113589799
X13438,HNRNPH1P1,ENSG00000220305,37.917592048645,chr6,-,159691000,159692999
X14418,NA,ENSG00000189212,37.9175915718079,chr7,-,35185600,35187399
X16368,ZNF706,ENSG00000120963,37.9162645339966,chr8,-,101189000,101190799
X8438,PLD1,ENSG00000075651,37.9087672233582,chr3,-,171745600,171747999
X9808,NA,ENSG00000272717,37.9086666107178,chr4,+,139552200,139553599
X11707,MIR378A,ENSG00000199047,37.9020709991455,chr5,+,149803000,149805999
X20389,ABLIM1,ENSG00000099204,37.9020709991455,chr10,-,114649200,114650799
X22598,MIR3649,ENSG00000266043,37.9020709991455,chr12,-,1632800,1635999
X22658,NA,ENSG00000256769,37.9020709991455,chr12,-,2442600,2445999
X25987,NA,ENSG00000258796,37.9020709991455,chr14,+,66693800,66696199
X16680,FAM91A1,ENSG00000176853,37.9020147323608,chr8,+,123789800,123790799
X10501,NA,ENSG00000248240,37.8989992141724,chr5,+,43532000,43534999
X11694,GRPEL2-AS1,ENSG00000253618,37.8989992141724,chr5,-,149356400,149359799
X29361,HAP1,ENSG00000173805,37.8989992141724,chr17,-,41758000,41761999
X29897,NA,ENSG00000273982,37.8989992141724,chr17,-,61353800,61355999
X32980,ISM1,ENSG00000101230,37.8989992141724,chr20,+,13228200,13231599
X33403,YWHAB,ENSG00000166913,37.8976716995239,chr20,+,44884800,44887399
X19000,DDX10P1,ENSG00000237135,37.8909473419189,chr10,-,30912400,30914199
X12764,NA,ENSG00000220666,37.886869430542,chr6,-,56530000,56532399
X17482,SNORA30B,ENSG00000202189,37.8818955421448,chr9,+,20840400,20843199
X14245,RNU6-979P,ENSG00000206623,37.878044128418,chr7,-,28082000,28083399
X8514,USP13,ENSG00000058056,37.8752274513245,chr3,+,179664000,179666399
X27329,NA,ENSG00000201071,37.8752274513245,chr15,-,64105600,64108599
X29672,HLF,ENSG00000108924,37.8752274513245,chr17,+,55174600,55176999
X9394,NA,ENSG00000229585,37.8721556663513,chr4,-,53973600,53977599
X16943,CCN4,ENSG00000104415,37.8721556663513,chr8,+,133163000,133166999
X28397,NA,ENSG00000212445,37.8721556663513,chr16,+,68184200,68187799
X30465,NA,ENSG00000262768,37.8657031059265,chr17,+,79800200,79802799
X33169,ZNF341-AS1,ENSG00000230753,37.8650188446045,chr20,-,33789800,33791399
X16453,LOC101060000,ENSG00000253657,37.8643755912781,chr8,+,108513600,108515799
X35630,TMSB15B,ENSG00000158427,37.8643755912781,chrX,+,103917200,103919799
X7261,GNAT1,ENSG00000114349,37.8613038063049,chr3,+,50182800,50185399
X25625,NAA30,ENSG00000139977,37.8613038063049,chr14,+,57402600,57404999
X35291,GPR143,ENSG00000101850,37.8550524711609,chrX,-,9657800,9662799
X34331,NA,ENSG00000225544,37.8546075820923,chr22,-,21905400,21908599
X7950,SLC12A8,ENSG00000221955,37.8485994338989,chr3,-,125223000,125225399
X14260,RPS2P30,ENSG00000225286,37.8485994338989,chr7,-,28506600,28508999
X19086,ELOBP4,ENSG00000234167,37.8485994338989,chr10,-,34424000,34425999
X6201,WDFY1,ENSG00000085449,37.8442001342773,chr2,-,223907400,223909999
X8023,DNAJB8-AS1,ENSG00000242049,37.8388595581055,chr3,+,128349800,128352999
X12310,RNU6-190P,ENSG00000206881,37.8388595581055,chr6,+,17657800,17661999
X30087,CEP112,ENSG00000154240,37.838390827179,chr17,-,66177400,66178399
X1335,RNU6-622P,ENSG00000206999,37.837532043457,chr1,+,75198800,75202199
X35502,STARD8,ENSG00000130052,37.837532043457,chrX,+,68689800,68692599
X15352,NA,ENSG00000273055,37.8305811882019,chr7,+,107941200,107943599
X1713,RAP1A,ENSG00000116473,37.8266801834106,chr1,+,111542200,111544199
X18837,NUTF2P5,ENSG00000215227,37.8222808837891,chr10,+,13846200,13848199
X23541,NA,ENSG00000258119,37.82195520401,chr12,-,38694600,38696199
X3282,PXDN,ENSG00000130508,37.821756362915,chr2,-,1707400,1709199
X8220,NA,ENSG00000239207,37.821756362915,chr3,+,138720000,138721799
X24350,NA,ENSG00000255692,37.821756362915,chr12,+,119699600,119702199
X33520,SNORD12,ENSG00000212304,37.818470954895,chr20,+,49293600,49295599
X20447,FAM204A,ENSG00000165669,37.8182396888733,chr10,-,118339600,118342599
X780,UBE2V2P4,ENSG00000231849,37.8109040260315,chr1,-,36248800,36250799
X8595,VPS8,ENSG00000156931,37.8109040260315,chr3,+,184811400,184812799
X23651,RNU6-1203P,ENSG00000222635,37.8109040260315,chr12,+,48075800,48076999
X33658,RAB22A,ENSG00000124209,37.8109040260315,chr20,+,58323800,58325599
X12917,PM20D2,ENSG00000146281,37.8048515319824,chr6,+,89146800,89147799
X14550,NA,ENSG00000201933,37.8019785881042,chr7,+,43042200,43043599
X1575,PTBP2,ENSG00000117569,37.8018360137939,chr1,+,96826200,96829399
X21655,C11orf80,ENSG00000173715,37.8018360137939,chr11,+,66741000,66744599
X32608,RPS9P4,ENSG00000243829,37.7987642288208,chr19,-,49709600,49714399
X5598,MIR4774,ENSG00000265694,37.792311668396,chr2,+,168550800,168554199
X28718,NA,ENSG00000263017,37.7807755470276,chr17,+,949600,950999
X5716,NA,ENSG00000280374,37.777364730835,chr2,-,177323600,177326999
X31048,KIAA1328,ENSG00000150477,37.777364730835,chr18,+,36803400,36805799
X940,CCDC30,ENSG00000186409,37.7685399055481,chr1,+,42470200,42472599
X10015,NA,ENSG00000213434,37.7685399055481,chr4,+,183492200,183495199
X29926,NA,ENSG00000279133,37.7685399055481,chr17,-,62013600,62015599
